user_id,price_sensitivity,meal_size_preference,loyalty_status,frequent_order_time,past_orders,average_order_value,current_time,current_weather,cart_status,device_type,page_view,current_promotion,banner_shown,converted
4198,Medium,Small,Regular,Late Night,6,58,Late Night,Cold,Partial,Mobile,Offers,Summer Special,loyalty_banner,0
4199,Medium,Small,Silver,Late Night,19,80,Late Night,Rainy,Empty,Desktop,Combos,Free Drink Offer,combo_banner,0
4200,Low,Large,Regular,Late Night,8,70,Dinner,Hot,Partial,Desktop,Combos,Free Drink Offer,loyalty_banner,1
4201,High,Medium,Regular,Late Night,15,56,Breakfast,Rainy,Empty,Mobile,Offers,None,weather_banner,1
4202,Medium,Medium,Gold,Late Night,4,86,Lunch,Rainy,Full,Desktop,Offers,Free Drink Offer,meal_time_banner,0
4203,Medium,Medium,Silver,Lunch,18,43,Breakfast,Hot,Full,Mobile,Drinks,Summer Special,combo_banner,1
4204,Low,Small,Gold,Dinner,13,141,Lunch,Cold,Full,Desktop,Combos,Summer Special,weather_banner,0
4205,Medium,Small,Gold,Late Night,1,68,Breakfast,Rainy,Partial,Mobile,Burgers,Free Drink Offer,weather_banner,1
4206,High,Medium,Silver,Lunch,8,128,Late Night,Hot,Empty,Mobile,Burgers,None,meal_time_banner,0
4207,Low,Small,Silver,Breakfast,19,121,Late Night,Rainy,Partial,Desktop,Burgers,None,discount_banner,1
4208,Low,Small,Regular,Lunch,17,87,Late Night,Rainy,Partial,Mobile,Burgers,Summer Special,combo_banner,0
4209,High,Medium,Silver,Lunch,10,63,Dinner,Rainy,Full,Mobile,Offers,None,meal_time_banner,0
4210,Low,Large,Regular,Lunch,1,143,Dinner,Cold,Partial,Mobile,Combos,Free Drink Offer,meal_time_banner,1
4211,Medium,Small,Regular,Late Night,1,47,Lunch,Rainy,Empty,Desktop,Drinks,None,loyalty_banner,1
4212,Medium,Small,Gold,Breakfast,5,55,Late Night,Hot,Partial,Mobile,Burgers,None,meal_time_banner,0
4213,High,Small,Gold,Lunch,1,146,Dinner,Hot,Full,Desktop,Offers,Summer Special,meal_time_banner,0
4214,Medium,Small,Gold,Breakfast,13,63,Dinner,Rainy,Partial,Desktop,Combos,Free Drink Offer,combo_banner,0
4215,High,Large,Silver,Lunch,9,69,Late Night,Cold,Empty,Mobile,Offers,Summer Special,meal_time_banner,1
4216,High,Medium,Silver,Late Night,16,132,Breakfast,Hot,Partial,Mobile,Drinks,None,meal_time_banner,1
4217,Medium,Small,Regular,Lunch,8,107,Late Night,Cold,Empty,Desktop,Drinks,Summer Special,discount_banner,1
4218,High,Medium,Regular,Lunch,14,57,Lunch,Cold,Empty,Desktop,Burgers,None,weather_banner,0
4219,Medium,Small,Regular,Breakfast,17,68,Late Night,Hot,Full,Mobile,Combos,Summer Special,combo_banner,0
4220,Low,Large,Silver,Breakfast,4,91,Breakfast,Hot,Full,Desktop,Combos,None,discount_banner,1
4221,Low,Medium,Regular,Breakfast,7,21,Breakfast,Cold,Full,Desktop,Offers,Summer Special,combo_banner,0
4222,High,Large,Regular,Dinner,17,63,Late Night,Rainy,Full,Mobile,Offers,None,weather_banner,1
4223,Medium,Small,Silver,Breakfast,16,54,Dinner,Cold,Full,Desktop,Offers,Free Drink Offer,meal_time_banner,0
4224,Medium,Large,Gold,Lunch,14,135,Breakfast,Hot,Empty,Desktop,Combos,Summer Special,meal_time_banner,0
4225,Low,Large,Silver,Dinner,16,76,Lunch,Cold,Empty,Mobile,Combos,None,loyalty_banner,1
4226,Low,Small,Regular,Breakfast,2,110,Dinner,Hot,Empty,Desktop,Burgers,None,weather_banner,0
4227,Medium,Small,Gold,Late Night,15,42,Lunch,Rainy,Empty,Mobile,Drinks,Free Drink Offer,meal_time_banner,0
4228,High,Medium,Silver,Breakfast,11,51,Lunch,Rainy,Partial,Mobile,Drinks,None,combo_banner,1
4229,Low,Small,Gold,Late Night,13,90,Lunch,Rainy,Empty,Mobile,Burgers,Summer Special,combo_banner,1
4230,High,Medium,Gold,Dinner,4,36,Lunch,Rainy,Full,Mobile,Drinks,Free Drink Offer,loyalty_banner,1
4231,High,Large,Regular,Late Night,1,146,Breakfast,Rainy,Empty,Mobile,Drinks,Summer Special,meal_time_banner,1
4232,Low,Large,Silver,Dinner,15,36,Dinner,Hot,Partial,Mobile,Offers,Summer Special,combo_banner,0
4233,High,Medium,Regular,Late Night,12,67,Late Night,Cold,Partial,Desktop,Burgers,None,weather_banner,0
4234,High,Small,Silver,Breakfast,9,76,Breakfast,Rainy,Full,Mobile,Burgers,None,loyalty_banner,0
4235,Medium,Small,Silver,Dinner,7,122,Dinner,Hot,Partial,Desktop,Drinks,Summer Special,meal_time_banner,0
4236,High,Large,Silver,Lunch,3,63,Late Night,Cold,Partial,Desktop,Burgers,None,meal_time_banner,1
4237,Medium,Medium,Gold,Lunch,16,141,Late Night,Cold,Full,Desktop,Offers,Summer Special,loyalty_banner,0
4238,Low,Large,Gold,Lunch,4,72,Breakfast,Rainy,Empty,Mobile,Offers,None,discount_banner,1
4239,Low,Large,Regular,Breakfast,14,52,Dinner,Rainy,Partial,Mobile,Combos,Summer Special,combo_banner,1
4240,Medium,Small,Silver,Lunch,13,75,Lunch,Cold,Partial,Mobile,Combos,None,combo_banner,1
4241,Low,Medium,Silver,Dinner,19,47,Lunch,Cold,Empty,Desktop,Offers,Free Drink Offer,loyalty_banner,0
4242,High,Large,Gold,Lunch,2,82,Late Night,Hot,Full,Mobile,Offers,Summer Special,meal_time_banner,1
4243,High,Small,Silver,Dinner,10,26,Breakfast,Rainy,Partial,Desktop,Drinks,None,discount_banner,0
4244,High,Large,Regular,Lunch,19,130,Breakfast,Cold,Partial,Mobile,Burgers,Free Drink Offer,weather_banner,0
4245,Low,Large,Silver,Late Night,15,149,Lunch,Cold,Full,Desktop,Combos,Summer Special,meal_time_banner,1
4246,High,Small,Silver,Dinner,7,27,Breakfast,Rainy,Partial,Mobile,Offers,Free Drink Offer,combo_banner,0
4247,Low,Small,Gold,Lunch,15,145,Breakfast,Hot,Empty,Desktop,Burgers,Free Drink Offer,loyalty_banner,1
4248,High,Medium,Silver,Lunch,17,68,Dinner,Hot,Partial,Mobile,Offers,Free Drink Offer,discount_banner,0
4249,Medium,Large,Regular,Lunch,16,48,Dinner,Rainy,Partial,Mobile,Offers,Free Drink Offer,combo_banner,1
4250,Low,Medium,Regular,Dinner,17,101,Late Night,Hot,Partial,Mobile,Offers,Summer Special,combo_banner,0
4251,Low,Small,Regular,Dinner,16,74,Dinner,Hot,Empty,Mobile,Drinks,Summer Special,meal_time_banner,0
4252,High,Small,Regular,Lunch,18,114,Breakfast,Hot,Empty,Desktop,Drinks,Summer Special,loyalty_banner,0
4253,Low,Large,Gold,Late Night,17,25,Lunch,Cold,Partial,Mobile,Burgers,None,discount_banner,0
4254,Low,Medium,Silver,Dinner,4,131,Lunch,Cold,Empty,Desktop,Burgers,Free Drink Offer,meal_time_banner,0
4255,Medium,Medium,Gold,Dinner,2,124,Lunch,Hot,Partial,Desktop,Burgers,None,weather_banner,1
4256,Medium,Large,Regular,Late Night,17,59,Late Night,Rainy,Full,Desktop,Combos,Free Drink Offer,combo_banner,1
4257,High,Large,Silver,Breakfast,17,31,Lunch,Rainy,Full,Mobile,Drinks,None,meal_time_banner,0
4258,Medium,Medium,Gold,Late Night,2,83,Dinner,Rainy,Partial,Mobile,Drinks,None,combo_banner,0
4259,High,Small,Silver,Lunch,2,65,Dinner,Hot,Full,Mobile,Combos,Summer Special,meal_time_banner,0
4260,High,Small,Regular,Dinner,15,33,Breakfast,Rainy,Empty,Mobile,Combos,Free Drink Offer,loyalty_banner,0
4261,High,Large,Regular,Dinner,16,135,Late Night,Cold,Partial,Mobile,Combos,Summer Special,discount_banner,0
4262,Low,Medium,Silver,Dinner,11,56,Lunch,Rainy,Partial,Desktop,Drinks,None,loyalty_banner,1
4263,Medium,Medium,Silver,Dinner,2,129,Breakfast,Rainy,Partial,Mobile,Burgers,None,combo_banner,0
4264,High,Medium,Regular,Breakfast,8,81,Lunch,Cold,Partial,Mobile,Burgers,Summer Special,combo_banner,0
4265,Medium,Small,Gold,Dinner,12,86,Lunch,Cold,Partial,Mobile,Drinks,Summer Special,meal_time_banner,1
4266,High,Small,Regular,Dinner,14,99,Breakfast,Hot,Full,Desktop,Offers,Summer Special,meal_time_banner,1
4267,Medium,Medium,Silver,Breakfast,14,95,Dinner,Hot,Empty,Mobile,Drinks,Summer Special,meal_time_banner,1
4268,Medium,Medium,Gold,Lunch,12,33,Breakfast,Hot,Full,Desktop,Burgers,Summer Special,combo_banner,0
4269,High,Large,Regular,Lunch,2,117,Late Night,Hot,Empty,Mobile,Combos,Free Drink Offer,discount_banner,0
4270,Low,Large,Silver,Breakfast,14,95,Breakfast,Hot,Empty,Desktop,Offers,Free Drink Offer,weather_banner,1
4271,Medium,Medium,Silver,Lunch,12,45,Lunch,Cold,Empty,Mobile,Combos,Summer Special,weather_banner,1
4272,Low,Medium,Silver,Lunch,9,100,Dinner,Cold,Empty,Desktop,Drinks,Free Drink Offer,weather_banner,0
4273,Low,Small,Gold,Late Night,8,127,Breakfast,Cold,Empty,Mobile,Drinks,Free Drink Offer,weather_banner,0
4274,High,Medium,Gold,Late Night,16,72,Dinner,Rainy,Partial,Mobile,Drinks,None,loyalty_banner,0
4275,High,Large,Gold,Late Night,10,82,Dinner,Rainy,Partial,Mobile,Offers,Free Drink Offer,discount_banner,1
4276,High,Small,Gold,Breakfast,7,30,Dinner,Rainy,Partial,Desktop,Drinks,Free Drink Offer,weather_banner,1
4277,Medium,Large,Silver,Dinner,15,52,Dinner,Hot,Partial,Mobile,Burgers,None,discount_banner,1
4278,High,Large,Silver,Breakfast,9,60,Lunch,Rainy,Full,Mobile,Offers,Summer Special,discount_banner,0
4279,High,Small,Gold,Breakfast,4,59,Lunch,Hot,Full,Mobile,Burgers,Free Drink Offer,weather_banner,1
4280,Medium,Large,Gold,Breakfast,6,23,Lunch,Hot,Partial,Mobile,Drinks,None,loyalty_banner,1
4281,Medium,Medium,Silver,Breakfast,12,30,Lunch,Hot,Partial,Desktop,Burgers,Summer Special,meal_time_banner,1
4282,High,Large,Regular,Late Night,15,27,Lunch,Hot,Empty,Mobile,Combos,Free Drink Offer,meal_time_banner,1
4283,High,Small,Regular,Breakfast,19,146,Late Night,Rainy,Empty,Mobile,Combos,Free Drink Offer,loyalty_banner,0
4284,High,Small,Silver,Late Night,2,146,Late Night,Cold,Empty,Mobile,Drinks,Free Drink Offer,combo_banner,0
4285,High,Small,Gold,Dinner,19,24,Breakfast,Hot,Partial,Desktop,Combos,None,weather_banner,1
4286,Low,Large,Gold,Lunch,2,51,Dinner,Rainy,Partial,Mobile,Drinks,Summer Special,combo_banner,1
4287,Low,Medium,Silver,Late Night,15,108,Late Night,Hot,Full,Mobile,Burgers,Summer Special,discount_banner,0
4288,High,Small,Regular,Breakfast,12,77,Lunch,Hot,Empty,Mobile,Offers,Free Drink Offer,meal_time_banner,1
4289,Low,Medium,Silver,Dinner,1,91,Dinner,Cold,Empty,Desktop,Drinks,None,combo_banner,1
4290,Medium,Small,Silver,Breakfast,14,45,Lunch,Hot,Full,Mobile,Combos,Summer Special,discount_banner,1
4291,Low,Medium,Silver,Dinner,4,48,Lunch,Cold,Empty,Mobile,Offers,Summer Special,discount_banner,1
4292,Low,Medium,Gold,Lunch,11,101,Breakfast,Rainy,Empty,Mobile,Drinks,Summer Special,loyalty_banner,1
4293,High,Medium,Gold,Dinner,7,26,Dinner,Hot,Partial,Mobile,Offers,None,discount_banner,0
4294,Low,Small,Gold,Dinner,13,125,Lunch,Cold,Full,Desktop,Burgers,Free Drink Offer,combo_banner,1
4295,Low,Large,Regular,Lunch,14,40,Lunch,Hot,Full,Desktop,Burgers,Summer Special,discount_banner,0
4296,Low,Large,Silver,Lunch,7,115,Breakfast,Hot,Empty,Mobile,Offers,None,weather_banner,0
4297,Low,Large,Silver,Dinner,11,29,Dinner,Hot,Full,Mobile,Drinks,Free Drink Offer,loyalty_banner,1
4298,Medium,Medium,Regular,Breakfast,11,81,Late Night,Cold,Empty,Desktop,Offers,Free Drink Offer,weather_banner,1
4299,High,Small,Gold,Late Night,9,133,Dinner,Rainy,Empty,Mobile,Combos,None,combo_banner,0
4300,High,Medium,Silver,Breakfast,4,23,Lunch,Cold,Partial,Desktop,Drinks,Free Drink Offer,discount_banner,0
4301,Medium,Small,Regular,Late Night,2,119,Late Night,Rainy,Partial,Mobile,Offers,Free Drink Offer,combo_banner,1
4302,Low,Medium,Gold,Lunch,2,38,Breakfast,Cold,Empty,Desktop,Drinks,None,discount_banner,0
4303,Medium,Small,Gold,Breakfast,9,130,Breakfast,Cold,Full,Desktop,Combos,Free Drink Offer,discount_banner,0
4304,Low,Small,Silver,Lunch,19,50,Lunch,Rainy,Full,Mobile,Drinks,None,discount_banner,1
4305,Medium,Small,Gold,Dinner,15,127,Dinner,Rainy,Partial,Mobile,Offers,Summer Special,loyalty_banner,1
4306,High,Medium,Regular,Dinner,18,45,Lunch,Rainy,Empty,Desktop,Offers,None,combo_banner,0
4307,High,Large,Gold,Breakfast,16,128,Dinner,Cold,Empty,Mobile,Offers,Summer Special,loyalty_banner,1
4308,High,Medium,Silver,Lunch,2,48,Breakfast,Rainy,Partial,Mobile,Burgers,Summer Special,discount_banner,0
4309,Low,Medium,Regular,Breakfast,12,36,Lunch,Hot,Empty,Mobile,Burgers,Summer Special,loyalty_banner,0
4310,Low,Small,Gold,Breakfast,1,129,Lunch,Hot,Partial,Mobile,Combos,None,loyalty_banner,1
4311,Medium,Small,Gold,Late Night,2,93,Late Night,Hot,Empty,Mobile,Burgers,None,meal_time_banner,0
4312,Medium,Large,Gold,Dinner,14,115,Lunch,Hot,Full,Desktop,Burgers,None,loyalty_banner,0
4313,High,Large,Regular,Breakfast,7,21,Dinner,Rainy,Partial,Desktop,Combos,Summer Special,combo_banner,0
4314,Low,Small,Gold,Dinner,17,56,Late Night,Rainy,Empty,Mobile,Drinks,Free Drink Offer,weather_banner,1
4315,Medium,Large,Silver,Late Night,15,110,Dinner,Hot,Empty,Desktop,Drinks,Free Drink Offer,combo_banner,0
4316,Low,Large,Regular,Lunch,17,60,Late Night,Rainy,Partial,Mobile,Combos,None,combo_banner,0
4317,Low,Small,Regular,Breakfast,9,134,Breakfast,Hot,Empty,Mobile,Combos,Free Drink Offer,weather_banner,0
4318,High,Medium,Gold,Dinner,13,83,Dinner,Cold,Empty,Desktop,Offers,Summer Special,loyalty_banner,0
4319,High,Large,Regular,Breakfast,2,24,Dinner,Rainy,Empty,Desktop,Drinks,Summer Special,weather_banner,0
4320,Low,Small,Silver,Lunch,15,91,Lunch,Cold,Partial,Desktop,Burgers,Free Drink Offer,weather_banner,0
4321,Low,Large,Regular,Breakfast,11,124,Breakfast,Rainy,Full,Desktop,Offers,Free Drink Offer,combo_banner,1
4322,Low,Large,Silver,Breakfast,19,93,Late Night,Rainy,Empty,Desktop,Drinks,Summer Special,combo_banner,0
4323,Low,Small,Gold,Dinner,14,55,Late Night,Rainy,Partial,Mobile,Burgers,None,meal_time_banner,0
4324,High,Large,Regular,Lunch,4,112,Breakfast,Cold,Partial,Desktop,Burgers,None,discount_banner,1
4325,Medium,Large,Silver,Late Night,11,128,Lunch,Cold,Empty,Desktop,Combos,Free Drink Offer,loyalty_banner,0
4326,High,Large,Gold,Lunch,16,42,Dinner,Hot,Partial,Desktop,Burgers,Free Drink Offer,weather_banner,0
4327,Medium,Medium,Silver,Lunch,2,132,Dinner,Cold,Empty,Desktop,Combos,None,combo_banner,0
4328,Low,Medium,Regular,Late Night,2,30,Lunch,Cold,Partial,Desktop,Burgers,Free Drink Offer,combo_banner,0
4329,Medium,Large,Regular,Breakfast,9,114,Late Night,Hot,Full,Mobile,Drinks,Free Drink Offer,loyalty_banner,1
4330,High,Small,Silver,Dinner,4,32,Lunch,Cold,Full,Mobile,Burgers,Free Drink Offer,meal_time_banner,0
4331,High,Large,Gold,Breakfast,8,105,Dinner,Cold,Full,Desktop,Drinks,Summer Special,combo_banner,1
4332,Low,Large,Gold,Breakfast,18,54,Breakfast,Hot,Full,Mobile,Combos,None,weather_banner,0
4333,High,Medium,Gold,Late Night,15,102,Late Night,Cold,Full,Mobile,Offers,Free Drink Offer,loyalty_banner,0
4334,Low,Medium,Gold,Late Night,2,48,Lunch,Hot,Full,Mobile,Combos,Free Drink Offer,weather_banner,1
4335,High,Medium,Silver,Breakfast,11,102,Dinner,Rainy,Full,Mobile,Offers,Free Drink Offer,discount_banner,0
4336,High,Large,Regular,Lunch,17,99,Late Night,Rainy,Empty,Desktop,Burgers,Free Drink Offer,combo_banner,0
4337,Low,Large,Silver,Dinner,7,114,Lunch,Cold,Empty,Desktop,Drinks,Free Drink Offer,loyalty_banner,0
4338,Medium,Small,Regular,Lunch,8,22,Breakfast,Rainy,Empty,Mobile,Burgers,Free Drink Offer,combo_banner,0
4339,High,Large,Regular,Breakfast,10,141,Late Night,Cold,Partial,Mobile,Combos,Summer Special,discount_banner,0
4340,Medium,Large,Silver,Breakfast,3,143,Breakfast,Hot,Partial,Mobile,Drinks,Summer Special,loyalty_banner,1
4341,High,Medium,Silver,Dinner,13,42,Dinner,Hot,Full,Desktop,Combos,Summer Special,weather_banner,0
4342,High,Medium,Gold,Lunch,17,52,Late Night,Hot,Full,Mobile,Offers,Summer Special,weather_banner,1
4343,High,Medium,Regular,Breakfast,13,111,Breakfast,Rainy,Partial,Desktop,Combos,Free Drink Offer,discount_banner,0
4344,High,Medium,Gold,Breakfast,19,43,Lunch,Hot,Full,Desktop,Burgers,Free Drink Offer,combo_banner,1
4345,Medium,Medium,Gold,Late Night,9,126,Breakfast,Hot,Partial,Mobile,Burgers,Free Drink Offer,loyalty_banner,1
4346,Medium,Small,Silver,Dinner,16,69,Dinner,Cold,Full,Desktop,Burgers,Summer Special,weather_banner,0
4347,High,Small,Gold,Late Night,5,71,Lunch,Cold,Full,Desktop,Offers,Summer Special,weather_banner,0
4348,High,Small,Gold,Late Night,9,57,Breakfast,Cold,Full,Mobile,Burgers,Summer Special,combo_banner,0
4349,Medium,Medium,Gold,Late Night,9,63,Late Night,Cold,Partial,Mobile,Combos,None,discount_banner,1
4350,Low,Medium,Silver,Breakfast,6,108,Breakfast,Hot,Full,Mobile,Offers,Free Drink Offer,discount_banner,1
4351,Low,Medium,Gold,Lunch,10,145,Late Night,Cold,Partial,Desktop,Combos,Summer Special,discount_banner,1
4352,Medium,Small,Gold,Late Night,18,75,Late Night,Rainy,Full,Mobile,Drinks,Summer Special,weather_banner,1
4353,High,Medium,Silver,Lunch,11,64,Breakfast,Rainy,Empty,Desktop,Burgers,Free Drink Offer,weather_banner,0
4354,High,Small,Silver,Breakfast,15,148,Dinner,Rainy,Empty,Desktop,Drinks,None,weather_banner,1
4355,Low,Medium,Silver,Late Night,7,106,Late Night,Cold,Partial,Mobile,Burgers,Summer Special,weather_banner,1
4356,Low,Large,Regular,Breakfast,14,135,Dinner,Hot,Empty,Desktop,Offers,None,weather_banner,1
4357,Medium,Small,Silver,Late Night,8,83,Late Night,Cold,Empty,Desktop,Offers,Summer Special,weather_banner,0
4358,Low,Large,Regular,Late Night,19,48,Late Night,Rainy,Full,Desktop,Drinks,Summer Special,meal_time_banner,0
4359,Medium,Small,Silver,Breakfast,15,32,Breakfast,Cold,Full,Desktop,Drinks,Free Drink Offer,loyalty_banner,0
4360,Low,Medium,Silver,Dinner,19,148,Late Night,Rainy,Full,Desktop,Burgers,None,discount_banner,0
4361,Low,Medium,Silver,Dinner,18,48,Lunch,Hot,Partial,Desktop,Offers,Summer Special,loyalty_banner,1
4362,Low,Large,Regular,Lunch,17,56,Breakfast,Hot,Full,Desktop,Burgers,Free Drink Offer,combo_banner,0
4363,High,Medium,Gold,Lunch,3,20,Lunch,Hot,Full,Desktop,Combos,Summer Special,discount_banner,0
4364,High,Small,Silver,Breakfast,3,127,Lunch,Hot,Partial,Mobile,Combos,Free Drink Offer,discount_banner,1
4365,High,Medium,Regular,Breakfast,7,88,Late Night,Hot,Full,Mobile,Burgers,Summer Special,weather_banner,1
4366,Low,Medium,Silver,Breakfast,10,136,Dinner,Cold,Empty,Mobile,Burgers,Free Drink Offer,weather_banner,0
4367,Medium,Small,Gold,Dinner,17,130,Breakfast,Hot,Full,Desktop,Burgers,Summer Special,combo_banner,0
4368,Medium,Large,Regular,Dinner,15,82,Dinner,Cold,Partial,Mobile,Burgers,Free Drink Offer,loyalty_banner,0
4369,Medium,Large,Silver,Late Night,8,41,Breakfast,Rainy,Partial,Mobile,Drinks,Free Drink Offer,loyalty_banner,0
4370,Medium,Medium,Silver,Late Night,17,113,Lunch,Rainy,Empty,Desktop,Drinks,None,loyalty_banner,1
4371,High,Small,Silver,Breakfast,3,30,Late Night,Hot,Full,Mobile,Drinks,Free Drink Offer,combo_banner,0
4372,High,Large,Gold,Breakfast,4,48,Late Night,Cold,Empty,Mobile,Drinks,None,meal_time_banner,0
4373,Low,Large,Regular,Lunch,8,125,Late Night,Hot,Full,Mobile,Combos,Free Drink Offer,loyalty_banner,0
4374,Low,Medium,Silver,Dinner,13,22,Dinner,Rainy,Partial,Desktop,Burgers,Free Drink Offer,discount_banner,0
4375,Medium,Small,Silver,Breakfast,1,22,Late Night,Cold,Partial,Desktop,Drinks,Free Drink Offer,discount_banner,1
4376,High,Large,Regular,Dinner,18,93,Late Night,Rainy,Empty,Desktop,Drinks,Free Drink Offer,weather_banner,0
4377,Medium,Medium,Gold,Breakfast,11,33,Dinner,Cold,Partial,Desktop,Offers,None,weather_banner,0
4378,Low,Medium,Gold,Late Night,6,100,Dinner,Rainy,Partial,Desktop,Offers,Free Drink Offer,loyalty_banner,0
4379,Low,Medium,Gold,Breakfast,16,84,Late Night,Hot,Full,Desktop,Burgers,Free Drink Offer,loyalty_banner,0
4380,Medium,Medium,Gold,Late Night,19,136,Late Night,Hot,Empty,Desktop,Drinks,Free Drink Offer,weather_banner,0
4381,Low,Large,Gold,Lunch,17,149,Lunch,Hot,Empty,Desktop,Drinks,Free Drink Offer,discount_banner,0
4382,Medium,Small,Silver,Lunch,18,101,Late Night,Rainy,Full,Mobile,Combos,Free Drink Offer,combo_banner,0
4383,High,Medium,Silver,Lunch,11,47,Dinner,Rainy,Full,Mobile,Drinks,Free Drink Offer,combo_banner,0
4384,Medium,Medium,Silver,Breakfast,14,113,Breakfast,Rainy,Empty,Mobile,Burgers,Summer Special,combo_banner,0
4385,High,Large,Regular,Lunch,12,86,Late Night,Hot,Partial,Mobile,Offers,None,loyalty_banner,0
4386,High,Medium,Gold,Breakfast,7,22,Breakfast,Rainy,Empty,Mobile,Offers,None,combo_banner,1
4387,Low,Medium,Regular,Dinner,17,23,Late Night,Rainy,Full,Mobile,Drinks,Free Drink Offer,meal_time_banner,0
4388,Low,Small,Gold,Late Night,5,111,Late Night,Hot,Empty,Desktop,Combos,Summer Special,loyalty_banner,0
4389,Low,Medium,Gold,Dinner,14,91,Lunch,Rainy,Partial,Mobile,Combos,Summer Special,meal_time_banner,1
4390,Medium,Large,Regular,Breakfast,13,123,Late Night,Cold,Empty,Desktop,Burgers,None,loyalty_banner,1
4391,Medium,Small,Silver,Lunch,12,35,Dinner,Rainy,Empty,Mobile,Combos,Summer Special,loyalty_banner,1
4392,Low,Large,Regular,Late Night,14,50,Late Night,Hot,Partial,Mobile,Drinks,Summer Special,combo_banner,0
4393,Medium,Small,Silver,Lunch,9,106,Breakfast,Cold,Partial,Desktop,Burgers,None,loyalty_banner,0
4394,Low,Small,Gold,Dinner,4,149,Late Night,Hot,Partial,Mobile,Drinks,None,meal_time_banner,1
4395,Medium,Medium,Silver,Breakfast,19,92,Dinner,Hot,Partial,Mobile,Burgers,None,discount_banner,0
4396,High,Medium,Gold,Late Night,1,110,Late Night,Hot,Full,Desktop,Combos,Free Drink Offer,meal_time_banner,0
4397,High,Medium,Gold,Late Night,13,73,Breakfast,Cold,Empty,Desktop,Combos,None,weather_banner,0
4398,Low,Large,Silver,Breakfast,6,92,Late Night,Cold,Empty,Desktop,Drinks,None,loyalty_banner,1
4399,Medium,Medium,Gold,Breakfast,1,147,Lunch,Hot,Empty,Desktop,Offers,Summer Special,meal_time_banner,1
4400,Medium,Medium,Silver,Late Night,17,118,Late Night,Rainy,Empty,Mobile,Combos,Summer Special,combo_banner,0
4401,High,Small,Regular,Dinner,3,95,Breakfast,Cold,Empty,Desktop,Offers,None,weather_banner,0
4402,High,Medium,Gold,Dinner,17,105,Breakfast,Hot,Full,Mobile,Drinks,None,discount_banner,1
4403,Low,Medium,Gold,Lunch,2,58,Breakfast,Rainy,Full,Mobile,Combos,Summer Special,meal_time_banner,1
4404,High,Medium,Regular,Late Night,7,64,Lunch,Hot,Empty,Desktop,Combos,None,meal_time_banner,1
4405,Low,Medium,Gold,Breakfast,1,106,Late Night,Cold,Empty,Desktop,Offers,Free Drink Offer,meal_time_banner,0
4406,High,Small,Regular,Breakfast,15,138,Breakfast,Cold,Empty,Desktop,Drinks,None,weather_banner,0
4407,High,Medium,Regular,Breakfast,4,36,Lunch,Rainy,Full,Desktop,Offers,Summer Special,combo_banner,0
4408,Medium,Small,Gold,Breakfast,6,103,Lunch,Cold,Empty,Mobile,Combos,Free Drink Offer,weather_banner,1
4409,High,Large,Regular,Late Night,13,50,Breakfast,Hot,Partial,Mobile,Burgers,None,combo_banner,0
4410,High,Medium,Regular,Dinner,13,113,Dinner,Hot,Full,Mobile,Combos,Summer Special,combo_banner,1
4411,Low,Medium,Regular,Lunch,1,114,Late Night,Rainy,Partial,Desktop,Offers,Summer Special,discount_banner,0
4412,High,Medium,Gold,Dinner,2,101,Breakfast,Rainy,Partial,Desktop,Burgers,Summer Special,loyalty_banner,0
4413,Low,Small,Regular,Lunch,6,103,Late Night,Rainy,Partial,Mobile,Offers,Summer Special,loyalty_banner,0
4414,High,Medium,Silver,Breakfast,11,59,Lunch,Rainy,Full,Mobile,Burgers,Free Drink Offer,meal_time_banner,0
4415,High,Medium,Silver,Breakfast,18,123,Late Night,Hot,Partial,Desktop,Burgers,None,loyalty_banner,0
4416,Low,Large,Regular,Late Night,13,131,Dinner,Hot,Empty,Mobile,Offers,None,meal_time_banner,0
4417,Medium,Small,Silver,Breakfast,12,66,Late Night,Hot,Empty,Desktop,Offers,None,weather_banner,0
4418,Low,Small,Gold,Late Night,7,69,Breakfast,Hot,Partial,Desktop,Burgers,None,loyalty_banner,0
4419,Low,Large,Regular,Late Night,7,70,Breakfast,Rainy,Full,Desktop,Burgers,Summer Special,discount_banner,1
4420,Low,Small,Gold,Late Night,7,57,Breakfast,Cold,Empty,Desktop,Combos,Free Drink Offer,discount_banner,1
4421,Medium,Medium,Silver,Breakfast,2,28,Late Night,Hot,Full,Mobile,Offers,Summer Special,discount_banner,0
4422,High,Medium,Silver,Breakfast,11,135,Breakfast,Cold,Empty,Desktop,Combos,Free Drink Offer,weather_banner,1
4423,Low,Large,Silver,Dinner,1,44,Late Night,Rainy,Full,Mobile,Drinks,None,meal_time_banner,0
4424,Low,Small,Silver,Lunch,13,132,Late Night,Rainy,Empty,Mobile,Offers,Summer Special,weather_banner,0
4425,Medium,Small,Gold,Dinner,12,55,Breakfast,Cold,Partial,Mobile,Drinks,Summer Special,weather_banner,1
4426,Low,Small,Regular,Breakfast,13,130,Dinner,Rainy,Partial,Mobile,Drinks,None,weather_banner,0
4427,High,Large,Gold,Lunch,7,97,Breakfast,Cold,Partial,Mobile,Offers,Free Drink Offer,combo_banner,0
4428,Medium,Medium,Regular,Late Night,12,100,Lunch,Hot,Full,Desktop,Drinks,Free Drink Offer,weather_banner,1
